age,educationyears,sex,hoursperweek,incomeUSD
60,11,1,40,41729
24,9,1,40,41614
45,9,0,46,45381
49,9,0,40,47987
19,8,0,40,48611
34,10,0,38,45587
42,13,1,40,32736
25,9,0,50,43938
73,9,1,15,27671
59,3,1,15,46440
28,9,1,40,43574
19,7,1,30,27756
31,13,0,40,27331
58,13,1,48,30402
21,9,1,13,42152
47,9,1,50,199903
30,13,1,40,69609
41,4,1,40,49026
59,6,0,40,45977
43,10,1,51,140095
48,9,0,40,34678
44,13,1,50,155995
44,10,0,40,25555
24,13,0,40,36400
28,9,1,43,25980
50,9,0,10,30829
33,10,1,40,130176
23,13,0,50,45441
30,9,1,40,44255
46,6,1,40,43343
21,10,1,10,25367
52,5,0,30,42078
26,13,1,50,30597
27,13,1,12,43531
28,7,0,40,21746
50,13,1,60,140104
28,9,1,35,32184
61,7,1,20,34703
32,4,0,35,32830
30,10,1,40,40195
51,13,0,40,47940
40,10,1,40,199878
36,9,1,70,28991
28,10,1,24,32047
49,12,1,45,92133
61,4,1,30,34797
41,13,1,60,180822
55,9,0,30,46204
36,13,0,40,29322
21,10,0,40,27138
57,10,1,45,149717
49,15,1,37,140408
59,7,1,40,40527
41,10,1,80,130587
59,10,1,40,38320
20,9,1,25,24190
42,10,0,40,49790
41,14,0,60,36824
45,13,1,50,144217
36,9,0,40,41162
42,12,0,45,55709
25,13,1,40,45145
45,9,1,40,149346
58,9,1,40,178198
39,9,1,40,47367
34,9,1,40,112083
22,10,1,40,43418
44,9,1,50,104837
53,10,0,40,31050
22,12,1,40,96130
27,5,1,40,27015
60,9,0,25,46213
46,13,1,40,80421
56,15,1,40,174054
36,13,1,40,108681
56,9,0,32,20891
35,10,1,40,147366
29,13,1,70,37774
19,6,1,39,32236
38,9,1,40,44016
40,10,1,40,121393
52,12,1,55,52515
22,10,0,40,30905
32,9,0,25,27686
27,13,0,40,47945
25,13,0,40,20059
36,14,1,40,197750
22,8,1,40,33944
32,9,1,45,35236
37,13,0,40,37837
22,9,1,54,21313
29,9,0,40,157237
42,1,1,25,45301
45,11,0,38,33568
33,13,0,45,49644
39,10,0,40,24981
27,8,1,45,26864
53,13,0,50,87699
30,13,0,40,20520
52,10,1,35,41496
43,13,1,60,154869
47,14,1,35,191590
61,9,1,40,39957
39,14,1,40,41491
47,10,1,50,48011
19,9,1,25,34881
37,10,1,40,34547
31,9,1,51,30873
69,11,1,8,23310
22,10,1,25,30113
29,9,1,40,30510
24,10,1,14,45228
42,9,1,40,36210
30,13,1,72,174701
28,14,0,80,151724
27,11,1,40,32737
53,9,0,40,34684
35,9,1,40,28761
22,8,1,40,21990
25,9,1,40,36300
38,13,0,40,62608
27,13,0,35,21456
30,5,1,37,42392
27,13,0,50,45488
25,13,1,40,20913
36,9,0,4,33937
32,9,0,40,30696
70,6,1,45,27101
50,9,1,40,48272
40,10,0,35,49322
34,7,1,55,40105
57,9,1,50,33836
39,14,0,32,36917
49,10,0,40,42708
43,10,1,40,155323
26,9,0,45,28402
31,10,0,40,49171
60,10,1,50,25021
46,14,1,50,152397
26,10,1,55,128575
27,15,0,40,22348
31,10,0,40,38261
59,9,0,50,46225
19,10,0,20,48799
18,10,0,24,24751
22,10,1,45,42972
24,12,0,20,47942
53,6,1,40,192820
43,9,1,42,95435
24,10,1,50,69053
60,6,0,40,21261
24,9,1,40,49006
52,9,1,40,32917
32,11,1,99,111407
34,6,0,35,38998
35,12,1,40,197620
38,5,1,40,22906
34,9,1,90,36703
53,15,0,50,106674
23,9,0,40,44330
40,10,1,40,22543
40,9,1,40,24023
50,9,1,60,61328
17,6,0,20,36967
53,13,0,54,43958
32,13,1,50,119484
43,9,0,40,20904
18,7,1,16,36302
62,6,0,40,21614
45,14,1,40,30690
46,16,1,70,27922
73,4,1,40,29185
64,16,1,60,156802
26,13,0,45,151458
23,9,1,48,37139
30,9,1,40,27378
51,10,0,40,31372
35,13,0,55,31976
39,10,0,45,85162
35,14,1,40,55863
41,9,0,40,42406
31,10,1,40,45122
40,13,1,50,182179
46,15,1,40,169880
31,9,0,30,43808
41,10,0,40,28459
42,13,1,40,49935
23,9,1,40,25539
21,10,1,35,23979
49,10,1,45,96250
53,11,1,40,29655
38,13,0,43,167672
36,12,0,40,22742
32,10,1,72,24366
20,7,1,40,23232
17,7,1,10,32674
22,10,0,32,30652
25,11,1,40,29994
58,9,1,40,46961
24,10,1,20,46999
48,9,1,40,106953
20,2,1,30,41017
60,10,1,40,153814
20,9,1,30,43667
52,10,1,45,169834
36,9,0,40,100400
46,13,1,40,78580
22,7,0,25,25130
19,10,0,35,32111
37,9,1,40,23066
30,11,0,40,119218
44,12,1,25,35143
63,9,1,25,45631
22,9,1,45,32344
31,13,1,50,31120
17,7,1,40,43713
21,9,1,40,46949
67,14,1,40,199521
46,4,1,40,40569
29,9,1,50,24123
20,10,0,6,49661
27,10,1,24,23637
35,10,1,40,123201
19,10,0,30,27458
36,8,0,40,24602
43,13,1,50,169461
62,13,1,40,35552
28,15,1,40,23179
18,7,0,15,30594
59,15,1,50,60358
37,13,1,40,43422
27,10,1,40,26913
46,14,0,43,32719
29,7,0,42,28673
33,13,0,40,71248
62,9,1,40,36453
46,16,1,55,134570
28,6,1,40,31913
22,10,0,35,28392
46,14,1,40,69219
54,10,1,40,190375
34,9,1,72,39253
67,16,1,20,123732
62,13,1,20,95113
30,10,1,40,33109
19,9,1,20,33992
49,4,1,99,45358
27,11,1,45,40710
36,10,1,50,168389
52,13,1,40,50270
47,8,0,55,36827
57,9,0,40,44827
64,10,0,40,35299
56,9,1,40,20010
53,7,0,47,49577
53,13,1,44,80667
31,10,1,40,34551
41,13,1,45,160976
45,9,0,40,48940
63,13,1,45,22770
45,9,0,40,47215
23,10,0,28,22601
39,14,1,72,47612
31,11,1,40,37410
35,13,1,45,20094
54,14,1,60,77758
22,10,0,40,47657
40,13,0,40,35330
55,13,1,40,186958
31,9,1,40,49150
58,7,1,60,34903
31,16,1,99,160871
46,9,0,40,22777
38,11,1,40,38903
22,10,0,25,25293
17,6,1,30,32106
48,9,1,60,48819
73,13,1,15,22079
25,13,1,45,114175
53,10,1,40,30715
46,10,1,45,75231
45,13,0,25,168776
37,13,0,40,35384
30,9,1,50,41551
29,9,1,40,48361
29,10,1,40,45193
75,13,0,6,20134
58,14,1,40,154809
42,4,0,50,21930
62,5,1,24,38831
45,13,1,40,86361
38,13,1,40,169551
36,13,1,50,93418
70,9,0,40,36741
42,4,1,30,21763
47,14,1,35,165989
42,10,1,40,42183
43,10,0,38,187788
37,11,1,40,107986
36,10,0,39,133110
27,13,0,40,32159
54,3,1,40,23639
48,9,1,40,103390
29,9,0,30,21665
29,9,1,38,49360
37,10,1,47,35593
55,10,1,40,28479
67,9,0,20,25492
51,9,1,30,44388
35,14,0,32,37968
41,4,1,40,23349
64,9,0,40,32902
23,3,1,55,22951
49,13,0,35,33363
38,13,1,70,20517
62,9,0,40,35753
62,4,1,10,44412
70,9,1,14,46989
45,14,1,40,48203
20,12,0,40,46961
38,9,1,48,43608
50,13,1,40,37605
40,10,1,55,163874
30,9,1,70,43389
52,10,0,40,29861
28,13,1,50,142797
62,9,1,30,46660
31,9,0,40,49029
40,9,1,40,92811
34,9,0,40,44804
53,10,1,40,159257
42,8,1,40,41292
26,10,1,25,41812
51,9,1,40,102850
49,14,1,50,119511
43,9,1,40,26033
42,10,1,40,43439
31,7,0,40,31861
26,9,1,40,49576
50,13,0,40,46832
35,9,1,40,38125
37,10,0,40,34157
53,9,1,35,27437
20,10,1,16,26570
31,15,1,40,150634
28,9,1,35,33336
46,9,1,40,82153
21,10,0,8,46773
41,14,1,70,140134
30,13,1,70,162733
66,13,1,70,39597
37,10,1,60,173050
74,4,0,20,38582
46,10,1,70,183338
51,14,1,50,169668
33,13,1,50,173915
30,3,1,40,41497
47,13,1,50,194291
49,13,0,40,45140
53,9,0,48,44489
24,11,1,40,47305
54,9,1,50,25334
32,10,1,40,39680
45,10,1,45,35586
46,9,1,45,32871
37,10,1,65,49309
48,14,1,61,121575
25,13,0,40,28678
28,9,0,20,46155
44,8,0,36,20737
58,10,1,30,21031
27,10,0,40,48696
69,9,1,8,37857
38,13,1,52,161354
47,8,0,40,38623
30,10,0,60,38685
46,9,1,30,40785
27,15,0,45,24017
19,10,1,35,42773
18,9,0,40,42958
24,7,1,50,196225
32,13,0,40,34853
38,9,1,40,37867
19,1,1,36,20128
28,10,1,40,42103
39,14,0,55,34119
38,10,1,60,38597
42,9,0,40,74208
31,10,0,40,118572
46,5,0,40,37969
53,10,0,54,48754
21,12,1,15,34208
48,9,1,50,29344
46,9,0,52,83793
30,9,1,45,24335
24,9,1,40,42062
32,6,1,50,35653
30,9,0,40,30899
57,16,0,50,22882
56,4,1,40,35960
27,9,0,37,29174
38,13,1,40,45689
19,9,1,40,49664
61,10,1,50,66297
49,11,0,40,38344
28,9,1,38,46788
50,14,1,55,136272
43,13,1,84,181769
34,9,0,48,24280
28,7,1,40,21718
31,10,1,40,30898
55,9,0,44,26820
26,13,0,45,167175
51,16,0,40,198130
35,9,1,40,21397
42,12,0,31,40058
63,16,1,12,38553
31,14,1,30,39462
22,9,1,20,31906
67,9,1,60,24857
50,5,1,50,43350
63,9,0,24,23302
31,9,1,40,84948
17,7,1,40,38963
41,9,1,40,39062
53,4,1,38,30594
44,10,1,99,40184
24,13,1,40,33529
35,11,1,35,30955
61,10,0,40,85038
31,12,0,40,34479
44,13,1,40,155275
56,9,1,36,91332
66,12,0,40,22528
45,10,1,40,28925
69,13,1,45,92306
64,9,1,40,25862
38,9,0,36,62671
43,10,1,40,48087
37,9,1,49,40203
19,9,0,16,33207
59,9,1,40,45116
50,10,1,40,48470
33,13,1,50,163339
56,10,1,45,149359
28,11,1,40,32312
27,9,0,34,46389
42,14,1,40,30149
34,9,1,40,39562
19,7,1,30,34111
68,9,1,40,149420
28,14,1,38,129761
81,10,0,4,27444
22,9,1,40,23636
58,12,0,40,37604
31,10,0,25,44074
17,7,1,30,34520
25,10,1,50,70420
23,10,0,23,22797
25,8,1,40,47491
47,9,1,40,32319
39,13,0,60,82966
44,9,1,40,31427
46,11,1,40,97895
38,10,1,35,36959
23,9,1,30,26014
34,13,0,35,42978
33,9,1,40,70205
38,9,0,20,49107
52,11,1,40,27457
50,9,0,33,49867
38,13,0,45,137664
35,13,1,40,48908
67,16,1,35,159619
60,9,1,40,93057
44,9,0,15,23843
38,9,1,50,43480
29,9,1,40,160843
65,14,1,50,184149
33,12,0,40,34628
29,9,1,40,42467
18,7,0,30,45721
43,15,1,40,42644
42,11,0,40,22579
42,9,1,40,32275
32,9,1,30,21877
36,12,0,40,38157
41,13,1,40,91129
30,10,0,40,27325
21,9,1,35,24905
33,10,1,40,138811
19,10,1,15,39865
19,9,1,25,39503
35,9,1,40,40075
43,9,0,35,20645
45,9,1,24,23614
25,13,1,50,45725
39,13,1,40,23332
26,9,1,40,40200
60,14,1,10,23848
52,16,0,40,166947
22,8,1,30,31665
23,10,0,40,29940
46,9,0,40,25147
34,13,1,30,30455
39,13,1,50,199714
38,9,0,40,31514
56,14,1,25,41914
55,9,0,40,24668
40,10,0,40,85000
23,10,1,40,27286
39,13,1,40,40391
24,13,1,30,40233
51,9,1,40,53671
47,13,1,50,106469
25,9,1,50,45904
34,15,1,55,149109
18,7,0,20,49721
19,10,0,28,41189
32,10,1,40,21034
49,9,1,40,179688
40,4,0,8,41628
43,9,1,55,43404
71,14,1,40,94456
59,9,1,40,42969
32,13,0,40,157653
25,13,1,40,49912
32,9,1,40,42082
17,7,0,15,41063
57,15,1,35,107219
17,8,1,15,43800
27,13,0,40,44788
41,9,1,40,43645
62,16,1,40,114877
19,7,0,25,47404
41,3,0,40,44861
39,13,1,50,102450
30,9,1,40,38102
37,13,1,40,71438
18,7,0,15,37497
40,13,1,45,107249
38,10,1,60,132881
24,9,1,40,37535
33,9,1,50,23575
48,13,1,40,43129
51,13,1,40,197700
48,9,1,40,29776
43,4,1,45,26007
34,15,1,50,49001
41,11,1,30,37295
51,15,1,60,162648
25,9,1,40,35886
20,9,1,50,33595
61,9,1,45,42471
35,10,0,70,44939
42,14,0,40,43503
26,9,1,16,45083
46,9,1,50,26611
39,13,1,40,164547
18,6,1,40,40764
29,10,1,80,36984
39,10,1,40,139439
47,9,1,40,140434
40,10,1,50,135633
43,9,1,40,115880
32,9,1,40,21611
31,6,0,40,32198
19,10,1,35,25519
44,12,1,40,87641
46,13,1,40,159963
53,14,1,50,150581
43,13,1,40,26479
41,13,0,40,25683
35,9,1,40,39460
48,13,1,45,29862
28,14,0,40,47230
44,13,0,32,38244
20,10,0,40,20385
51,15,0,40,40115
28,9,1,50,40587
36,13,1,60,29467
28,9,1,35,36073
21,10,1,40,23704
34,13,1,30,46803
36,10,1,40,40648
25,12,0,80,35094
31,9,1,43,27930
44,9,1,60,20344
49,7,1,40,34209
40,9,1,40,31351
64,16,1,40,192163
54,14,1,40,168844
27,10,1,55,49904
18,10,0,20,38183
68,5,1,44,33898
64,16,1,80,84590
36,9,1,40,44359
21,9,1,24,27487
22,10,1,30,44254
61,13,1,40,38693
24,10,1,10,42144
49,13,1,50,141841
25,10,0,30,25572
66,9,1,40,32809
29,10,1,45,44306
22,9,0,40,32876
57,10,1,40,31253
41,13,0,40,40648
29,9,1,40,102458
20,10,0,35,49943
47,15,1,45,137462
22,9,0,55,31678
59,11,1,50,73784
42,14,1,40,52773
64,10,0,35,28667
29,9,1,40,41917
25,10,1,20,42745
62,10,0,40,24674
44,14,1,45,107585
21,9,0,40,33272
60,10,1,40,174371
46,6,1,40,27464
44,13,1,40,141730
21,9,0,19,23680
18,7,1,18,46279
39,13,0,32,46434
33,14,1,45,187806
63,2,1,40,40910
52,9,1,52,144418
17,5,1,22,27817
45,15,1,50,181737
31,9,1,40,49925
35,10,1,40,39733
31,9,1,40,197763
51,10,0,40,20701
48,9,1,60,21352
28,9,1,40,20984
42,9,1,40,47682
38,10,0,40,30772
43,13,1,40,189999
30,9,1,40,22529
24,8,1,55,34442
46,13,1,60,52634
50,6,1,60,36829
22,9,1,35,32895
18,9,1,15,31934
53,13,1,45,157160
40,13,1,44,118449
36,16,1,35,29840
32,13,1,43,111927
39,9,1,12,48569
46,9,1,40,21983
26,13,1,42,26010
19,10,1,15,44614
24,9,0,40,23521
28,14,1,40,29040
25,14,0,40,47543
44,10,1,40,118697
38,9,1,40,30408
42,14,1,45,45866
28,9,1,40,21455
36,13,1,50,20163
47,13,1,60,169742
46,9,1,35,34865
21,10,0,40,27541
19,9,0,25,46616
35,13,0,45,37379
26,9,1,40,31968
21,10,0,30,48548
67,4,1,40,33033
54,9,1,40,156861
26,14,1,25,30912
51,13,0,50,21195
27,10,1,45,44434
27,9,1,40,90511
39,10,0,40,30156
32,13,0,48,70026
52,9,1,40,36401
21,10,1,40,43117
27,9,1,38,42356
46,4,1,45,40968
42,11,1,30,21393
79,13,1,20,112249
50,13,0,40,184042
19,9,0,20,26599
43,10,1,40,34749
51,14,1,60,48242
45,10,1,50,93895
65,9,1,20,20815
66,13,1,5,120590
36,11,1,99,26181
26,12,0,36,34948
28,10,1,50,37403
39,15,1,45,188004
43,10,1,60,35721
20,9,0,40,40375
29,10,1,40,46012
32,13,1,50,178394
44,13,0,40,35420
18,10,0,40,48881
60,10,1,40,35005
34,9,1,40,51472
60,9,0,40,22220
38,7,0,40,23485
29,11,1,40,32376
41,10,1,40,38854
49,13,0,40,31483
37,3,0,40,27757
37,16,0,60,152031
43,10,1,38,177891
41,14,0,55,21849
37,9,0,40,21751
19,5,1,60,27719
29,10,1,35,37312
40,9,1,15,29387
53,4,1,40,195031
27,13,1,55,34459
44,9,1,50,110101
29,12,0,38,39577
25,3,1,40,25633
38,9,1,55,43442
48,13,1,50,74707
18,10,0,12,37047
50,9,1,50,45368
37,9,0,40,126734
48,13,0,20,30350
50,10,1,32,28069
74,9,1,6,33398
24,10,0,30,23470
34,10,1,40,138140
19,10,1,40,24531
39,9,1,40,24087
40,10,0,40,20752
30,9,0,40,29403
27,9,1,40,38850
23,5,0,35,39543
68,4,0,40,48696
46,10,1,40,116393
24,13,0,50,42426
18,8,1,20,36858
50,16,1,60,157688
42,7,1,40,39650
42,5,1,40,44306
37,11,1,40,33860
57,10,0,16,21029
27,13,1,40,152607
31,6,1,40,38774
34,14,0,40,34607
55,9,0,40,27790
56,7,1,40,43091
36,13,0,38,43618
35,10,1,40,22448
63,14,0,3,45366
28,14,1,50,29980
38,13,1,40,27005
30,9,1,60,23495
18,10,0,20,48734
35,11,1,40,82740
53,9,0,40,45835
46,15,0,40,36655
45,10,1,40,20282
35,6,1,60,35933
41,9,1,40,49825
60,9,1,70,152100
18,10,1,15,38152
19,9,1,40,41239
24,9,1,50,46862
56,13,1,40,124973
28,9,1,70,43325
29,9,1,32,46367
35,10,1,40,39489
27,10,0,40,31655
55,16,1,55,73284
18,9,1,35,35375
53,9,1,40,35651
26,14,1,20,48462
55,10,1,40,133139
45,10,1,40,167443
28,9,1,40,40376
32,13,1,40,188012
27,9,1,40,47184
35,9,0,40,21664
36,9,0,37,37398
41,13,1,45,69179
23,13,1,20,24054
22,8,1,40,29302
36,15,1,40,56466
65,13,1,40,63651
59,9,1,41,63560
25,9,0,40,38815
33,10,1,40,93642
31,10,1,40,26505
50,13,1,40,100278
49,10,1,50,158016
43,13,0,40,37893
23,10,0,40,44623
34,14,1,40,186996
23,10,0,40,42166
63,6,1,40,44851
33,9,1,40,49277
51,13,1,50,41762
31,9,1,45,48755
32,10,0,40,40307
48,10,1,40,116948
31,10,0,36,30930
47,11,1,40,72360
54,10,1,40,113644
23,10,1,40,23558
34,9,1,40,175329
46,7,0,35,128914
34,12,1,50,66876
31,9,1,50,22518
41,9,1,40,46890
41,9,0,40,42834
27,11,1,30,28069
30,7,0,40,25367
23,10,1,40,34520
24,12,0,20,47555
59,12,1,40,23549
56,9,1,40,34217
35,9,1,40,22247
59,9,1,45,42043
47,11,1,40,194914
51,9,0,44,45336
42,13,0,45,29395
29,10,0,40,35184
23,9,1,45,35293
43,9,1,60,38513
46,10,1,40,44161
30,10,0,40,45654
23,10,0,20,46863
29,14,0,35,20827
33,9,0,45,21130
33,9,1,40,47173
46,10,0,45,35630
35,10,0,40,35226
36,13,1,40,125335
25,9,0,37,37101
35,13,1,40,29910
30,4,1,42,23269
39,10,1,84,179538
37,10,1,55,42660
22,9,1,42,29084
25,9,1,60,29473
50,9,0,40,33622
64,15,1,45,86240
33,11,1,45,23894
59,3,1,40,36358
24,9,0,40,37840
41,13,1,55,29761
38,5,0,12,47032
60,13,1,60,38246
19,9,1,30,41786
23,10,1,40,37787
57,14,1,40,72873
36,14,1,40,141038
17,6,1,40,30232
24,13,1,40,48391
32,9,1,50,100858
27,13,1,45,182522
43,11,0,55,34436
21,10,1,40,48090
54,11,0,40,25336
22,9,1,45,34243
29,9,1,50,24355
22,8,1,50,44407
37,13,1,50,146482
38,16,1,50,116176
34,10,1,40,45593
45,10,1,84,176153
28,2,0,40,27063
68,16,0,40,49680
36,9,1,40,20509
20,5,1,30,30882
24,10,0,45,48007
38,10,0,40,42126
32,13,0,40,23010
34,10,1,50,87523
47,9,0,40,26560
28,13,0,50,44308
32,15,1,40,111967
58,9,1,40,30113
64,15,1,35,109114
38,10,0,50,39533
43,9,0,40,47720
28,8,1,40,45969
21,10,1,40,30926
23,13,0,20,20839
25,5,1,40,28763
41,9,1,40,29420
24,9,0,36,30123
41,10,1,40,42080
27,13,1,40,32508
54,4,1,30,38614
28,9,0,25,23982
29,4,1,40,40562
36,9,1,30,39981
41,13,1,60,168245
60,10,1,40,45560
34,14,1,38,34975
32,9,0,40,45754
27,10,0,42,185707
60,6,1,40,20513
39,11,1,40,28064
59,8,1,35,34773
34,16,1,32,199038
36,11,1,40,29321
54,10,1,40,50280
48,11,1,40,138701
19,4,1,33,23860
40,15,1,40,155836
25,9,1,45,25504
39,12,1,40,23575
34,10,1,40,41109
30,9,0,30,49918
43,9,0,24,46371
35,13,1,40,134919
36,16,1,50,194202
59,9,1,65,170311
33,9,1,40,20731
22,10,1,50,34981
48,9,1,45,27913
54,9,0,40,44422
49,10,0,38,47962
37,13,0,40,23063
45,9,1,40,48600
51,10,0,40,26646
46,10,1,40,48503
31,13,0,40,128526
29,6,0,38,23976
39,10,0,50,187574
35,9,1,40,47903
26,13,0,40,146034
51,10,1,40,199743
31,14,1,6,39128
39,9,1,40,174367
26,7,1,30,36426
25,13,1,35,48734
61,10,1,40,100029
49,9,0,40,26993
53,13,0,45,30244
52,1,1,40,38769
52,9,1,55,28868
74,13,0,35,26953
50,9,1,40,28546
29,13,0,35,169743
76,4,1,30,25887
19,9,0,15,35197
25,9,1,40,41235
45,9,0,40,26970
34,12,0,35,45722
20,10,0,16,20725
66,14,1,6,24208
63,13,0,45,21323
27,10,1,40,27041
41,10,1,40,47214
43,9,1,60,36310
23,9,0,40,39718
37,10,0,40,30880
31,13,1,40,22353
33,10,1,4,30758
28,12,1,20,21052
70,9,0,20,21385
35,10,0,40,23223
41,12,1,75,167637
17,7,0,12,41853
41,13,0,40,84837
44,11,1,45,25141
47,4,1,40,43736
24,9,1,40,40209
38,11,0,40,44468
34,10,1,52,26430
62,9,0,35,47862
27,9,1,38,39922
59,10,0,40,126341
35,14,1,40,20710
38,9,0,32,32067
28,10,0,50,25761
28,9,0,38,36232
59,5,1,40,40983
42,10,0,40,25268
54,14,0,32,139559
39,9,1,45,35162
41,13,1,40,36645
43,13,0,40,21692
32,13,1,50,71099
62,10,0,33,40452
58,9,0,40,31323
43,9,1,40,46442
67,10,1,40,45195
31,9,0,40,26601
51,14,0,70,64813
54,13,0,36,49452
20,10,1,70,22891
35,10,1,40,125672
22,9,0,36,35021
38,13,1,60,36966
42,9,1,40,47105
44,14,1,40,178607
28,9,1,70,139268
74,10,1,35,75471
34,9,0,40,38452
50,9,1,52,29335
50,11,0,40,21638
43,9,1,40,39348
29,9,1,40,34267
30,9,0,25,33027
61,9,1,50,100476
21,10,0,40,38535
27,13,1,30,40853
47,16,1,40,94161
39,12,0,40,38794
33,9,1,40,30414
22,9,0,37,41735
38,10,0,40,36017
45,10,1,40,23995
42,9,1,45,123684
35,10,1,45,46180
21,9,0,40,32666
49,11,0,44,34839
50,13,0,40,20593
36,16,0,36,199071
20,9,1,20,38179
49,9,0,40,21128
40,13,1,60,101172
22,10,0,40,46233
60,9,0,40,22181
67,7,0,20,33833
21,10,0,40,33929
60,9,1,50,40513
17,7,0,12,27675
43,14,0,32,121536
49,13,1,45,109813
41,13,0,60,151140
38,10,1,40,40138
38,9,1,40,30581
35,12,1,99,81069
40,10,1,40,22811
23,10,0,40,48165
19,10,0,40,47186
40,9,1,60,73148
46,9,0,40,47243
25,10,0,22,35754
36,9,1,40,66229
24,12,1,48,22698
62,9,1,48,34287
54,1,1,40,44606
23,13,0,40,22507
60,9,0,40,28382
18,9,0,8,27121
41,10,0,40,23509
45,14,0,40,26974
62,11,0,40,24137
28,13,0,40,35699
36,10,1,60,117195
31,9,1,40,45189
44,9,1,40,36478
33,9,1,50,28168
62,15,1,16,49309
27,4,0,40,32593
42,11,0,40,59824
55,5,1,37,22751
41,9,0,50,38221
26,10,1,50,31947
45,10,0,40,82103
67,9,1,65,43920
25,11,1,45,29127
30,9,1,48,75818
22,13,1,40,49051
19,10,1,20,29168
26,13,0,45,45351
61,9,1,50,40397
32,15,0,50,55321
43,9,0,40,47987
53,9,0,20,34016
53,10,1,45,23298
42,8,1,10,35781
36,9,0,40,139322
55,13,1,99,35808
35,13,1,40,132374
17,7,0,16,48019
55,15,0,35,44233
36,9,1,40,28068
40,14,0,40,119456
54,6,0,10,36898
45,13,1,45,37391
48,10,1,40,128427
40,15,1,60,90388
31,13,1,50,34851
26,13,1,40,21577
34,10,0,40,55941
19,9,0,25,24714
31,12,1,40,49133
34,9,0,30,41097
55,14,1,55,104754
38,10,1,40,47547
21,9,1,20,24497
27,4,1,40,30423
35,9,1,40,35277
20,10,0,20,38181
24,11,0,38,42675
27,14,1,40,45397
18,7,1,4,34850
28,10,0,40,42854
36,9,0,40,31967
66,10,1,20,49154
19,10,0,15,39349
59,6,0,36,49476
33,9,1,46,37619
28,4,1,40,47288
34,13,1,40,39666
41,10,0,55,34761
30,7,1,45,44307
59,9,1,40,49122
42,13,1,60,44134
47,9,0,38,97014
29,6,0,40,29631
60,10,1,50,192080
53,9,1,35,26254
41,4,1,60,23123
32,10,0,30,21405
73,9,0,22,199065
20,9,0,30,31744
49,14,1,40,84467
36,13,1,40,30826
33,10,0,45,39439
25,10,0,34,24639
34,9,1,10,20291
19,10,0,40,40663
40,12,1,40,32135
48,9,1,44,42503
51,10,1,50,40985
22,12,1,20,21316
34,10,1,50,49837
22,6,0,40,43353
34,9,1,40,35504
56,9,1,40,20516
49,9,1,40,46948
36,13,0,40,41106
18,10,0,20,21384
26,9,1,50,47424
48,9,1,50,20616
35,9,1,40,20435
29,9,1,40,25895
47,9,1,40,102546
21,11,0,12,44642
28,10,0,50,33669
53,10,1,40,196234
65,9,0,40,26698
26,10,0,40,49925
50,13,1,50,182805
26,9,1,50,20022
70,9,1,20,24315
55,10,1,40,30023
27,13,1,35,26579
31,10,1,40,174889
43,13,1,55,77251
24,7,1,40,31635
22,4,0,40,34419
26,9,0,40,49158
23,6,0,40,47138
41,9,1,60,42109
52,14,1,40,29707
41,9,0,40,21711
59,6,1,40,36806
56,10,0,50,164925
58,9,1,48,185469
65,13,1,40,111759
24,13,1,40,30669
51,12,1,45,51151
31,10,1,45,24365
84,9,0,16,21793
51,10,1,40,21414
24,13,1,50,49182
30,9,1,45,34452
22,6,1,40,39968
30,14,1,40,25569
47,10,0,40,28191
19,9,0,35,33657
43,10,0,36,23032
30,13,0,50,38382
46,14,0,45,37683
49,13,1,60,35515
37,3,0,40,23705
42,14,1,40,40427
57,10,1,50,28543
46,12,0,40,37853
23,10,0,20,48722
26,13,1,58,111560
64,14,0,8,43396
20,9,0,40,21623
31,9,1,40,35232
38,13,1,40,100546
44,10,1,40,39679
42,11,1,40,22811
23,13,1,40,27521
31,14,1,90,181359
35,7,1,36,34801
30,10,1,35,45726
35,9,1,20,21548
40,9,0,38,24626
18,7,0,20,38957
23,6,1,30,44572
63,9,1,40,46629
20,9,1,40,25308
50,14,1,60,158042
49,14,1,45,27673
53,6,1,40,30909
34,9,0,40,26460
54,9,1,56,90483
40,10,1,40,159173
22,13,0,40,39561
28,6,1,35,29757
24,9,1,40,46863
37,2,0,48,34682
62,9,0,16,20806
19,10,1,40,23658
51,11,0,40,26466
65,10,0,40,29936
31,9,0,8,36381
42,10,1,90,54555
42,9,0,35,21115
54,12,1,40,38420
23,13,0,60,46280
28,9,0,46,21206
42,7,1,40,35095
30,9,1,40,44405
33,9,1,40,48636
33,9,0,40,28118
39,9,1,40,37373
27,7,1,40,28463
20,7,1,40,46647
62,3,1,40,44142
17,6,1,30,48488
58,10,0,55,184744
69,14,1,40,60008
34,13,1,42,143479
34,13,1,50,187205
20,9,1,35,34443
64,10,0,40,69207
27,10,1,55,31966
41,9,0,40,146685
40,4,1,40,35619
53,14,1,38,56395
44,16,1,45,22522
37,3,0,40,34144
46,13,1,60,164826
17,5,1,20,22748
35,9,1,40,43619
36,12,0,40,49556
49,9,1,40,52841
48,15,0,25,37804
26,13,1,40,21569
26,12,0,8,25333
35,9,1,40,38317
29,5,1,40,32513
54,10,1,50,53258
36,10,1,40,28515
25,13,1,40,36113
18,6,1,25,44791
21,10,0,20,28073
22,9,1,40,45814
52,9,1,45,164153
36,10,0,40,45336
25,13,0,60,22234
49,16,1,70,88488
42,10,1,50,180935
37,11,1,54,22931
39,12,1,40,35834
32,13,1,40,47773
